Key,Source,Context,English
FuriousRamsayStarterArmorGlovesButcher,items,Clothes,Butcher Training Gloves
FuriousRamsayStarterArmorGlovesButcherDesc,items,Items,"Butcher Training Gloves Description"
FuriousRamsayStarterArmorLegsButcher,items,Clothes,Butcher Training Pants
FuriousRamsayStarterArmorLegsButcherDesc,items,Items,"Butcher Training Pants Description"
FuriousRamsayStarterArmorBootsButcher,items,Clothes,Butcher Training Boots
FuriousRamsayStarterArmorBootsButcherDesc,items,Items,"Butcher Training Boots Description"
FuriousRamsayStarterArmorHeadSoldier,items,Clothes,Soldier Training Hood
FuriousRamsayStarterArmorHeadSoldierDesc,items,Items,"Soldier Training Hood Description"
FuriousRamsayStarterArmorChestSoldier,items,Clothes,Soldier Training Shirt
FuriousRamsayStarterArmorChestSoldierDesc,items,Items,"Soldier Training Shirt Description"
FuriousRamsayStarterArmorPonchoSoldier,items,Clothes,Soldier Training Chest Protection
FuriousRamsayStarterArmorPonchoSoldierDesc,items,Items,"Soldier Training Chest Protection Description"
FuriousRamsayStarterArmorGlovesSoldier,items,Clothes,Soldier Training Gloves
FuriousRamsayStarterArmorGlovesSoldierDesc,items,Items,"Soldier Training Gloves Description"
FuriousRamsayStarterArmorLegsSoldier,items,Clothes,Soldier Training Pants
FuriousRamsayStarterArmorLegsSoldierDesc,items,Items,"Soldier Training Pants Description"
FuriousRamsayStarterArmorBootsSoldier,items,Clothes,Soldier Training Boots
FuriousRamsayStarterArmorBootsSoldierDesc,items,Items,"Soldier Training Boots Description"
FuriousRamsayStarterArmorHeadTechnogeek,items,Clothes,Technogeek Training Hood
FuriousRamsayStarterArmorHeadTechnogeekDesc,items,Items,"Technogeek Training Hood Description"
FuriousRamsayStarterArmorChestTechnogeek,items,Clothes,Technogeek Training Shirt
FuriousRamsayStarterArmorChestTechnogeekDesc,items,Items,"Technogeek Training Shirt Description"
FuriousRamsayStarterArmorPonchoTechnogeek,items,Clothes,Technogeek Training Chest Protection
FuriousRamsayStarterArmorPonchoTechnogeekDesc,items,Items,"Technogeek Training Chest Protection Description"
FuriousRamsayStarterArmorGlovesTechnogeek,items,Clothes,Technogeek Training Gloves
FuriousRamsayStarterArmorGlovesTechnogeekDesc,items,Items,"Technogeek Training Gloves Description"
FuriousRamsayStarterArmorLegsTechnogeek,items,Clothes,Technogeek Training Pants
FuriousRamsayStarterArmorLegsTechnogeekDesc,items,Items,"Technogeek Training Pants Description"
FuriousRamsayStarterArmorBootsTechnogeek,items,Clothes,Technogeek Training Boots
FuriousRamsayStarterArmorBootsTechnogeekDesc,items,Items,"Technogeek Training Boots Description"
FuriousRamsayStarterArmorHeadMadman,items,Clothes,Madman Training Hood
FuriousRamsayStarterArmorHeadMadmanDesc,items,Items,"Madman Training Hood Description"
FuriousRamsayStarterArmorChestMadman,items,Clothes,Madman Training Shirt
FuriousRamsayStarterArmorChestMadmanDesc,items,Items,"Madman Training Shirt Description"
FuriousRamsayStarterArmorPonchoMadman,items,Clothes,Madman Training Chest Protection
FuriousRamsayStarterArmorPonchoMadmanDesc,items,Items,"Madman Training Chest Protection Description"
FuriousRamsayStarterArmorGlovesMadman,items,Clothes,Madman Training Gloves
FuriousRamsayStarterArmorGlovesMadmanDesc,items,Items,"Madman Training Gloves Description"
FuriousRamsayStarterArmorLegsMadman,items,Clothes,Madman Training Pants
FuriousRamsayStarterArmorLegsMadmanDesc,items,Items,"Madman Training Pants Description"
FuriousRamsayStarterArmorBootsMadman,items,Clothes,Madman Training Boots
FuriousRamsayStarterArmorBootsMadmanDesc,items,Items,"Madman Training Boots Description"
FuriousRamsayStarterArmorHeadBuilder,items,Clothes,Builder Training Hood
FuriousRamsayStarterArmorHeadBuilderDesc,items,Items,"Builder Training Hood Description"
FuriousRamsayStarterArmorChestBuilder,items,Clothes,Builder Training Shirt
FuriousRamsayStarterArmorChestBuilderDesc,items,Items,"Builder Training Shirt Description"
FuriousRamsayStarterArmorPonchoBuilder,items,Clothes,Builder Training Chest Protection
FuriousRamsayStarterArmorPonchoBuilderDesc,items,Items,"Builder Training Chest Protection Description"
FuriousRamsayStarterArmorGlovesBuilder,items,Clothes,Builder Training Gloves
FuriousRamsayStarterArmorGlovesBuilderDesc,items,Items,"Builder Training Gloves Description"
FuriousRamsayStarterArmorLegsBuilder,items,Clothes,Builder Training Pants
FuriousRamsayStarterArmorLegsBuilderDesc,items,Items,"Builder Training Pants Description"
FuriousRamsayStarterArmorBootsBuilder,items,Clothes,Builder Training Boots
FuriousRamsayStarterArmorBootsBuilderDesc,items,Items,"Builder Training Boots Description"
FuriousRamsayStarterArmorHeadChef,items,Clothes,Sous-Chef Training Hood
FuriousRamsayStarterArmorHeadChefDesc,items,Items,"Sous-Chef Training Hood Description"
FuriousRamsayStarterArmorChestChef,items,Clothes,Sous-Chef Training Shirt
FuriousRamsayStarterArmorChestChefDesc,items,Items,"Sous-Chef Training Shirt Description"
FuriousRamsayStarterArmorPonchoChef,items,Clothes,Sous-Chef Training Chest Protection
FuriousRamsayStarterArmorPonchoChefDesc,items,Items,"Sous-Chef Training Chest Protection Description"
FuriousRamsayStarterArmorGlovesChef,items,Clothes,Sous-Chef Training Gloves
FuriousRamsayStarterArmorGlovesChefDesc,items,Items,"Sous-Chef Training Gloves Description"
FuriousRamsayStarterArmorLegsChef,items,Clothes,Sous-Chef Training Pants
FuriousRamsayStarterArmorLegsChefDesc,items,Items,"Sous-Chef Training Pants Description"
FuriousRamsayStarterArmorBootsChef,items,Clothes,Sous-Chef Training Boots
FuriousRamsayStarterArmorBootsChefDesc,items,Items,"Sous-Chef Training Boots Description"

reqGenericPoints01,progression,Attribute,Genetics XP

FuriousRamsayReqStrengthLevel01,progression,Attribute,Strength Level 1
FuriousRamsayReqStrengthLevel02,progression,Attribute,Strength Level 2
FuriousRamsayReqStrengthLevel03,progression,Attribute,Strength Level 3
FuriousRamsayReqStrengthLevel04,progression,Attribute,Strength Level 4
FuriousRamsayReqStrengthLevel05,progression,Attribute,Strength Level 5
FuriousRamsayReqStrengthLevel06,progression,Attribute,Strength Level 6
FuriousRamsayReqStrengthLevel07,progression,Attribute,Strength Level 7
FuriousRamsayReqStrengthLevel08,progression,Attribute,Strength Level 8
FuriousRamsayReqStrengthLevel09,progression,Attribute,Strength Level 9
FuriousRamsayReqStrengthLevel10,progression,Attribute,Strength Level 10

FuriousRamsayReqDexterityLevel01,progression,Attribute,Dexterity Level 1
FuriousRamsayReqDexterityLevel02,progression,Attribute,Dexterity Level 2
FuriousRamsayReqDexterityLevel03,progression,Attribute,Dexterity Level 3
FuriousRamsayReqDexterityLevel04,progression,Attribute,Dexterity Level 4
FuriousRamsayReqDexterityLevel05,progression,Attribute,Dexterity Level 5
FuriousRamsayReqDexterityLevel06,progression,Attribute,Dexterity Level 6
FuriousRamsayReqDexterityLevel07,progression,Attribute,Dexterity Level 7
FuriousRamsayReqDexterityLevel08,progression,Attribute,Dexterity Level 8
FuriousRamsayReqDexterityLevel09,progression,Attribute,Dexterity Level 9
FuriousRamsayReqDexterityLevel10,progression,Attribute,Dexterity Level 10

FuriousRamsayReqConstitutionLevel01,progression,Attribute,Constitution Level 1
FuriousRamsayReqConstitutionLevel02,progression,Attribute,Constitution Level 2
FuriousRamsayReqConstitutionLevel03,progression,Attribute,Constitution Level 3
FuriousRamsayReqConstitutionLevel04,progression,Attribute,Constitution Level 4
FuriousRamsayReqConstitutionLevel05,progression,Attribute,Constitution Level 5
FuriousRamsayReqConstitutionLevel06,progression,Attribute,Constitution Level 6
FuriousRamsayReqConstitutionLevel07,progression,Attribute,Constitution Level 7
FuriousRamsayReqConstitutionLevel08,progression,Attribute,Constitution Level 8
FuriousRamsayReqConstitutionLevel09,progression,Attribute,Constitution Level 9
FuriousRamsayReqConstitutionLevel10,progression,Attribute,Constitution Level 10

FuriousRamsayReqIntelligenceLevel01,progression,Attribute,Intelligence Level 1
FuriousRamsayReqIntelligenceLevel02,progression,Attribute,Intelligence Level 2
FuriousRamsayReqIntelligenceLevel03,progression,Attribute,Intelligence Level 3
FuriousRamsayReqIntelligenceLevel04,progression,Attribute,Intelligence Level 4
FuriousRamsayReqIntelligenceLevel05,progression,Attribute,Intelligence Level 5
FuriousRamsayReqIntelligenceLevel06,progression,Attribute,Intelligence Level 6
FuriousRamsayReqIntelligenceLevel07,progression,Attribute,Intelligence Level 7
FuriousRamsayReqIntelligenceLevel08,progression,Attribute,Intelligence Level 8
FuriousRamsayReqIntelligenceLevel09,progression,Attribute,Intelligence Level 9
FuriousRamsayReqIntelligenceLevel10,progression,Attribute,Intelligence Level 10

FuriousRamsayReqKnowledgeLevel01,progression,Attribute,Knowledge Level 1
FuriousRamsayReqKnowledgeLevel02,progression,Attribute,Knowledge Level 2
FuriousRamsayReqKnowledgeLevel03,progression,Attribute,Knowledge Level 3
FuriousRamsayReqKnowledgeLevel04,progression,Attribute,Knowledge Level 4
FuriousRamsayReqKnowledgeLevel05,progression,Attribute,Knowledge Level 5
FuriousRamsayReqKnowledgeLevel06,progression,Attribute,Knowledge Level 6
FuriousRamsayReqKnowledgeLevel07,progression,Attribute,Knowledge Level 7
FuriousRamsayReqKnowledgeLevel08,progression,Attribute,Knowledge Level 8
FuriousRamsayReqKnowledgeLevel09,progression,Attribute,Knowledge Level 9
FuriousRamsayReqKnowledgeLevel10,progression,Attribute,Knowledge Level 10

FuriousRamsayReqCharismaLevel01,progression,Attribute,Charisma Level 1
FuriousRamsayReqCharismaLevel02,progression,Attribute,Charisma Level 2
FuriousRamsayReqCharismaLevel03,progression,Attribute,Charisma Level 3
FuriousRamsayReqCharismaLevel04,progression,Attribute,Charisma Level 4
FuriousRamsayReqCharismaLevel05,progression,Attribute,Charisma Level 5
FuriousRamsayReqCharismaLevel06,progression,Attribute,Charisma Level 6
FuriousRamsayReqCharismaLevel07,progression,Attribute,Charisma Level 7
FuriousRamsayReqCharismaLevel08,progression,Attribute,Charisma Level 8
FuriousRamsayReqCharismaLevel09,progression,Attribute,Charisma Level 9
FuriousRamsayReqCharismaLevel10,progression,Attribute,Charisma Level 10

FuriousRamsayReqHunter01,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 1[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl1:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl1Max:0)})"
FuriousRamsayReqHunter02,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 2[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl2:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl2Max:0)})"
FuriousRamsayReqHunter03,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 3[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl3:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl3Max:0)})"
FuriousRamsayReqHunter04,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 4[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl4:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl4Max:0)})"
FuriousRamsayReqHunter05,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 5[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl5:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl5Max:0)})"
FuriousRamsayReqHunter06,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 6[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl6:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl6Max:0)})"
FuriousRamsayReqHunter07,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 7[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl7:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl7Max:0)})"
FuriousRamsayReqHunter08,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 8[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl8:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl8Max:0)})"
FuriousRamsayReqHunter09,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 9[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl9:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl9Max:0)})"
FuriousRamsayReqHunter10,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 10[-]: [75d181]{cvar(varFuriousRamsayAttributeHunterExpPercLvl10:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeHunterExp:0)}/{cvar(varFuriousRamsayAttributeHunterExpLvl10Max:0)})"
FuriousRamsayReqThug01,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 1[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl1:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl1Max:0)})"
FuriousRamsayReqThug02,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 2[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl2:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl2Max:0)})"
FuriousRamsayReqThug03,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 3[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl3:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl3Max:0)})"
FuriousRamsayReqThug04,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 4[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl4:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl4Max:0)})"
FuriousRamsayReqThug05,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 5[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl5:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl5Max:0)})"
FuriousRamsayReqThug06,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 6[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl6:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl6Max:0)})"
FuriousRamsayReqThug07,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 7[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl7:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl7Max:0)})"
FuriousRamsayReqThug08,progression,Attribute,"[I]Progress to[/I] [aceefc]Level 8[-]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl8:0)}%[-]\n[f6f792]XP[-]: ({cvar(varFuriousRamsayAttributeThugExp:0)}/{cvar(varFuriousRamsayAttributeThugExpLvl8Max:0)})"
